// This is the correct ugly numbers list

The 857 'th ugly number is 19531250.
The 858 'th ugly number is 19660800.
The 859 'th ugly number is 19683000.
The 860 'th ugly number is 19906560.
The 861 'th ugly number is 20000000.
The 862 'th ugly number is 20155392.
The 863 'th ugly number is 20250000.
The 864 'th ugly number is 20480000.
The 865 'th ugly number is 20503125.
The 866 'th ugly number is 20736000.
The 867 'th ugly number is 20971520.
The 868 'th ugly number is 20995200.
The 869 'th ugly number is 21093750.
The 870 'th ugly number is 21233664.
The 871 'th ugly number is 21257640.
The 872 'th ugly number is 21600000.
The 873 'th ugly number is 21870000.
The 874 'th ugly number is 22118400.
The 875 'th ugly number is 22143375.
The 876 'th ugly number is 22394880.
The 877 'th ugly number is 22500000.
The 878 'th ugly number is 22674816.
The 879 'th ugly number is 22781250.
The 880 'th ugly number is 23040000.
The 881 'th ugly number is 23328000.
The 882 'th ugly number is 23437500.
The 883 'th ugly number is 23592960.
The 884 'th ugly number is 23619600.
The 885 'th ugly number is 23887872.
The 886 'th ugly number is 23914845.
The 887 'th ugly number is 24000000.
The 888 'th ugly number is 24300000.
The 889 'th ugly number is 24576000.
The 890 'th ugly number is 24603750.
The 891 'th ugly number is 24883200.
The 892 'th ugly number is 25000000.
The 893 'th ugly number is 25165824.
The 894 'th ugly number is 25194240.
The 895 'th ugly number is 25312500.
The 896 'th ugly number is 25509168.
The 897 'th ugly number is 25600000.
The 898 'th ugly number is 25920000.
The 899 'th ugly number is 26214400.
The 900 'th ugly number is 26244000.
The 901 'th ugly number is 26542080.
The 902 'th ugly number is 26572050.
The 903 'th ugly number is 26873856.
The 904 'th ugly number is 27000000.
The 905 'th ugly number is 27337500.
The 906 'th ugly number is 27648000.
The 907 'th ugly number is 27993600.
The 908 'th ugly number is 28125000.
The 909 'th ugly number is 28311552.
The 910 'th ugly number is 28343520.
The 911 'th ugly number is 28697814.
The 912 'th ugly number is 28800000.
The 913 'th ugly number is 29160000.
The 914 'th ugly number is 29296875.
The 915 'th ugly number is 29491200.
The 916 'th ugly number is 29524500.
The 917 'th ugly number is 29859840.
The 918 'th ugly number is 30000000.
The 919 'th ugly number is 30233088.
The 920 'th ugly number is 30375000.
The 921 'th ugly number is 30720000.
The 922 'th ugly number is 31104000.
The 923 'th ugly number is 31250000.
The 924 'th ugly number is 31457280.
The 925 'th ugly number is 31492800.
The 926 'th ugly number is 31640625.
The 927 'th ugly number is 31850496.
The 928 'th ugly number is 31886460.
The 929 'th ugly number is 32000000.
The 930 'th ugly number is 32400000.
The 931 'th ugly number is 32768000.
The 932 'th ugly number is 32805000.
The 933 'th ugly number is 33177600.
The 934 'th ugly number is 33554432.
The 935 'th ugly number is 33592320.
The 936 'th ugly number is 33750000.
The 937 'th ugly number is 34012224.
The 938 'th ugly number is 34171875.
The 939 'th ugly number is 34560000.
The 940 'th ugly number is 34992000.
The 941 'th ugly number is 35156250.
The 942 'th ugly number is 35389440.
The 943 'th ugly number is 35429400.
The 944 'th ugly number is 35831808.
The 945 'th ugly number is 36000000.
The 946 'th ugly number is 36450000.
The 947 'th ugly number is 36864000.
The 948 'th ugly number is 36905625.
The 949 'th ugly number is 37324800.
The 950 'th ugly number is 37500000.
The 951 'th ugly number is 37748736.
The 952 'th ugly number is 37791360.
The 953 'th ugly number is 37968750.
The 954 'th ugly number is 38263752.
The 955 'th ugly number is 38400000.
The 956 'th ugly number is 38880000.
The 957 'th ugly number is 39062500.
The 958 'th ugly number is 39321600.
The 959 'th ugly number is 39366000.
The 960 'th ugly number is 39813120.
The 961 'th ugly number is 39858075.
The 962 'th ugly number is 40000000.
The 963 'th ugly number is 40310784.
The 964 'th ugly number is 40500000.
The 965 'th ugly number is 40960000.
The 966 'th ugly number is 41006250.
The 967 'th ugly number is 41472000.
The 968 'th ugly number is 41943040.
The 969 'th ugly number is 41990400.
The 970 'th ugly number is 42187500.
The 971 'th ugly number is 42467328.
The 972 'th ugly number is 42515280.
The 973 'th ugly number is 43046721.
The 974 'th ugly number is 43200000.
The 975 'th ugly number is 43740000.
The 976 'th ugly number is 44236800.
The 977 'th ugly number is 44286750.
The 978 'th ugly number is 44789760.
The 979 'th ugly number is 45000000.
The 980 'th ugly number is 45349632.
The 981 'th ugly number is 45562500.
The 982 'th ugly number is 46080000.
The 983 'th ugly number is 46656000.
The 984 'th ugly number is 46875000.
The 985 'th ugly number is 47185920.
The 986 'th ugly number is 47239200.
The 987 'th ugly number is 47775744.
The 988 'th ugly number is 47829690.
The 989 'th ugly number is 48000000.
The 990 'th ugly number is 48600000.
The 991 'th ugly number is 48828125.
The 992 'th ugly number is 49152000.
The 993 'th ugly number is 49207500.
The 994 'th ugly number is 49766400.
The 995 'th ugly number is 50000000.
The 996 'th ugly number is 50331648.
The 997 'th ugly number is 50388480.
The 998 'th ugly number is 50625000.
The 999 'th ugly number is 51018336.
The 1000 'th ugly number is 51200000.
The 1001 'th ugly number is 51840000.
The 1002 'th ugly number is 52428800.
The 1003 'th ugly number is 52488000.
The 1004 'th ugly number is 52734375.
The 1005 'th ugly number is 53084160.
The 1006 'th ugly number is 53144100.
The 1007 'th ugly number is 53747712.
The 1008 'th ugly number is 54000000.
The 1009 'th ugly number is 54675000.
The 1010 'th ugly number is 55296000.
The 1011 'th ugly number is 55987200.
The 1012 'th ugly number is 56250000.
The 1013 'th ugly number is 56623104.
The 1014 'th ugly number is 56687040.
The 1015 'th ugly number is 56953125.
The 1016 'th ugly number is 57395628.
The 1017 'th ugly number is 57600000.
The 1018 'th ugly number is 58320000.
The 1019 'th ugly number is 58593750.
The 1020 'th ugly number is 58982400.
The 1021 'th ugly number is 59049000.
The 1022 'th ugly number is 59719680.
The 1023 'th ugly number is 60000000.
The 1024 'th ugly number is 60466176.
The 1025 'th ugly number is 60750000.
The 1026 'th ugly number is 61440000.
The 1027 'th ugly number is 61509375.
The 1028 'th ugly number is 62208000.
The 1029 'th ugly number is 62500000.
The 1030 'th ugly number is 62914560.
The 1031 'th ugly number is 62985600.
The 1032 'th ugly number is 63281250.
The 1033 'th ugly number is 63700992.
The 1034 'th ugly number is 63772920.
The 1035 'th ugly number is 64000000.
The 1036 'th ugly number is 64800000.
The 1037 'th ugly number is 65536000.
The 1038 'th ugly number is 65610000.
The 1039 'th ugly number is 66355200.
The 1040 'th ugly number is 66430125.
The 1041 'th ugly number is 67108864.
The 1042 'th ugly number is 67184640.
The 1043 'th ugly number is 67500000.
The 1044 'th ugly number is 68024448.
The 1045 'th ugly number is 68343750.
The 1046 'th ugly number is 69120000.
The 1047 'th ugly number is 69984000.
The 1048 'th ugly number is 70312500.
The 1049 'th ugly number is 70778880.
The 1050 'th ugly number is 70858800.
The 1051 'th ugly number is 71663616.
The 1052 'th ugly number is 71744535.
The 1053 'th ugly number is 72000000.
The 1054 'th ugly number is 72900000.
The 1055 'th ugly number is 73728000.
The 1056 'th ugly number is 73811250.
The 1057 'th ugly number is 74649600.
The 1058 'th ugly number is 75000000.
The 1059 'th ugly number is 75497472.
The 1060 'th ugly number is 75582720.
The 1061 'th ugly number is 75937500.
The 1062 'th ugly number is 76527504.
The 1063 'th ugly number is 76800000.
The 1064 'th ugly number is 77760000.
The 1065 'th ugly number is 78125000.
The 1066 'th ugly number is 78643200.
The 1067 'th ugly number is 78732000.
The 1068 'th ugly number is 79626240.
The 1069 'th ugly number is 79716150.
The 1070 'th ugly number is 80000000.
The 1071 'th ugly number is 80621568.
The 1072 'th ugly number is 81000000.
The 1073 'th ugly number is 81920000.
The 1074 'th ugly number is 82012500.
The 1075 'th ugly number is 82944000.
The 1076 'th ugly number is 83886080.
The 1077 'th ugly number is 83980800.
The 1078 'th ugly number is 84375000.
The 1079 'th ugly number is 84934656.
The 1080 'th ugly number is 85030560.
The 1081 'th ugly number is 86093442.
The 1082 'th ugly number is 86400000.
The 1083 'th ugly number is 87480000.
The 1084 'th ugly number is 87890625.
The 1085 'th ugly number is 88473600.
The 1086 'th ugly number is 88573500.
The 1087 'th ugly number is 89579520.
The 1088 'th ugly number is 90000000.
The 1089 'th ugly number is 90699264.
The 1090 'th ugly number is 91125000.
The 1091 'th ugly number is 92160000.
The 1092 'th ugly number is 93312000.
The 1093 'th ugly number is 93750000.
The 1094 'th ugly number is 94371840.
The 1095 'th ugly number is 94478400.
The 1096 'th ugly number is 94921875.
The 1097 'th ugly number is 95551488.
The 1098 'th ugly number is 95659380.
The 1099 'th ugly number is 96000000.
The 1100 'th ugly number is 97200000.
The 1101 'th ugly number is 97656250.
The 1102 'th ugly number is 98304000.
The 1103 'th ugly number is 98415000.
The 1104 'th ugly number is 99532800.
The 1105 'th ugly number is 100000000.
The 1106 'th ugly number is 100663296.
The 1107 'th ugly number is 100776960.
The 1108 'th ugly number is 101250000.
The 1109 'th ugly number is 102036672.
The 1110 'th ugly number is 102400000.
The 1111 'th ugly number is 102515625.
The 1112 'th ugly number is 103680000.
The 1113 'th ugly number is 104857600.
The 1114 'th ugly number is 104976000.
The 1115 'th ugly number is 105468750.
The 1116 'th ugly number is 106168320.
The 1117 'th ugly number is 106288200.
The 1118 'th ugly number is 107495424.
The 1119 'th ugly number is 108000000.
The 1120 'th ugly number is 109350000.
The 1121 'th ugly number is 110592000.
The 1122 'th ugly number is 110716875.
The 1123 'th ugly number is 111974400.
The 1124 'th ugly number is 112500000.
The 1125 'th ugly number is 113246208.
The 1126 'th ugly number is 113374080.
The 1127 'th ugly number is 113906250.
The 1128 'th ugly number is 114791256.
The 1129 'th ugly number is 115200000.
The 1130 'th ugly number is 116640000.
The 1131 'th ugly number is 117187500.
The 1132 'th ugly number is 117964800.
The 1133 'th ugly number is 118098000.
The 1134 'th ugly number is 119439360.
The 1135 'th ugly number is 119574225.
The 1136 'th ugly number is 120000000.
The 1137 'th ugly number is 120932352.
The 1138 'th ugly number is 121500000.
The 1139 'th ugly number is 122880000.
The 1140 'th ugly number is 123018750.
The 1141 'th ugly number is 124416000.
The 1142 'th ugly number is 125000000.
The 1143 'th ugly number is 125829120.
The 1144 'th ugly number is 125971200.
The 1145 'th ugly number is 126562500.
The 1146 'th ugly number is 127401984.
The 1147 'th ugly number is 127545840.
The 1148 'th ugly number is 128000000.
The 1149 'th ugly number is 129140163.
The 1150 'th ugly number is 129600000.
The 1151 'th ugly number is 131072000.
The 1152 'th ugly number is 131220000.
The 1153 'th ugly number is 132710400.
The 1154 'th ugly number is 132860250.
The 1155 'th ugly number is 134217728.
The 1156 'th ugly number is 134369280.
The 1157 'th ugly number is 135000000.
The 1158 'th ugly number is 136048896.
The 1159 'th ugly number is 136687500.
The 1160 'th ugly number is 138240000.
The 1161 'th ugly number is 139968000.
The 1162 'th ugly number is 140625000.
The 1163 'th ugly number is 141557760.
The 1164 'th ugly number is 141717600.
The 1165 'th ugly number is 143327232.
The 1166 'th ugly number is 143489070.
The 1167 'th ugly number is 144000000.
The 1168 'th ugly number is 145800000.
The 1169 'th ugly number is 146484375.
The 1170 'th ugly number is 147456000.
The 1171 'th ugly number is 147622500.
The 1172 'th ugly number is 149299200.
The 1173 'th ugly number is 150000000.
The 1174 'th ugly number is 150994944.
The 1175 'th ugly number is 151165440.
The 1176 'th ugly number is 151875000.
The 1177 'th ugly number is 153055008.
The 1178 'th ugly number is 153600000.
The 1179 'th ugly number is 155520000.
The 1180 'th ugly number is 156250000.
The 1181 'th ugly number is 157286400.
The 1182 'th ugly number is 157464000.
The 1183 'th ugly number is 158203125.
The 1184 'th ugly number is 159252480.
The 1185 'th ugly number is 159432300.
The 1186 'th ugly number is 160000000.
The 1187 'th ugly number is 161243136.
The 1188 'th ugly number is 162000000.
The 1189 'th ugly number is 163840000.
The 1190 'th ugly number is 164025000.
The 1191 'th ugly number is 165888000.
The 1192 'th ugly number is 167772160.
The 1193 'th ugly number is 167961600.
The 1194 'th ugly number is 168750000.
The 1195 'th ugly number is 169869312.
The 1196 'th ugly number is 170061120.
The 1197 'th ugly number is 170859375.
The 1198 'th ugly number is 172186884.
The 1199 'th ugly number is 172800000.
The 1200 'th ugly number is 174960000.
The 1201 'th ugly number is 175781250.
The 1202 'th ugly number is 176947200.
The 1203 'th ugly number is 177147000.
The 1204 'th ugly number is 179159040.
The 1205 'th ugly number is 180000000.
The 1206 'th ugly number is 181398528.
The 1207 'th ugly number is 182250000.
The 1208 'th ugly number is 184320000.
The 1209 'th ugly number is 184528125.
The 1210 'th ugly number is 186624000.
The 1211 'th ugly number is 187500000.
The 1212 'th ugly number is 188743680.
The 1213 'th ugly number is 188956800.
The 1214 'th ugly number is 189843750.
The 1215 'th ugly number is 191102976.
The 1216 'th ugly number is 191318760.
The 1217 'th ugly number is 192000000.
The 1218 'th ugly number is 194400000.
The 1219 'th ugly number is 195312500.
The 1220 'th ugly number is 196608000.
The 1221 'th ugly number is 196830000.
The 1222 'th ugly number is 199065600.
The 1223 'th ugly number is 199290375.
The 1224 'th ugly number is 200000000.
The 1225 'th ugly number is 201326592.
The 1226 'th ugly number is 201553920.
The 1227 'th ugly number is 202500000.
The 1228 'th ugly number is 204073344.
The 1229 'th ugly number is 204800000.
The 1230 'th ugly number is 205031250.
The 1231 'th ugly number is 207360000.
The 1232 'th ugly number is 209715200.
The 1233 'th ugly number is 209952000.
The 1234 'th ugly number is 210937500.
The 1235 'th ugly number is 212336640.
The 1236 'th ugly number is 212576400.
The 1237 'th ugly number is 214990848.
The 1238 'th ugly number is 215233605.
The 1239 'th ugly number is 216000000.
The 1240 'th ugly number is 218700000.
The 1241 'th ugly number is 221184000.
The 1242 'th ugly number is 221433750.
The 1243 'th ugly number is 223948800.
The 1244 'th ugly number is 225000000.
The 1245 'th ugly number is 226492416.
The 1246 'th ugly number is 226748160.
The 1247 'th ugly number is 227812500.
The 1248 'th ugly number is 229582512.
The 1249 'th ugly number is 230400000.
The 1250 'th ugly number is 233280000.
The 1251 'th ugly number is 234375000.
The 1252 'th ugly number is 235929600.
The 1253 'th ugly number is 236196000.
The 1254 'th ugly number is 238878720.
The 1255 'th ugly number is 239148450.
The 1256 'th ugly number is 240000000.
The 1257 'th ugly number is 241864704.
The 1258 'th ugly number is 243000000.
The 1259 'th ugly number is 244140625.
The 1260 'th ugly number is 245760000.
The 1261 'th ugly number is 246037500.
The 1262 'th ugly number is 248832000.
The 1263 'th ugly number is 250000000.
The 1264 'th ugly number is 251658240.
The 1265 'th ugly number is 251942400.
The 1266 'th ugly number is 253125000.
The 1267 'th ugly number is 254803968.
The 1268 'th ugly number is 255091680.
The 1269 'th ugly number is 256000000.
The 1270 'th ugly number is 258280326.
The 1271 'th ugly number is 259200000.
The 1272 'th ugly number is 262144000.
The 1273 'th ugly number is 262440000.
The 1274 'th ugly number is 263671875.
The 1275 'th ugly number is 265420800.
The 1276 'th ugly number is 265720500.
The 1277 'th ugly number is 268435456.
The 1278 'th ugly number is 268738560.
The 1279 'th ugly number is 270000000.
The 1280 'th ugly number is 272097792.
The 1281 'th ugly number is 273375000.
The 1282 'th ugly number is 276480000.
The 1283 'th ugly number is 279936000.
The 1284 'th ugly number is 281250000.
The 1285 'th ugly number is 283115520.
The 1286 'th ugly number is 283435200.
The 1287 'th ugly number is 284765625.
The 1288 'th ugly number is 286654464.
The 1289 'th ugly number is 286978140.
The 1290 'th ugly number is 288000000.
The 1291 'th ugly number is 291600000.
The 1292 'th ugly number is 292968750.
The 1293 'th ugly number is 294912000.
The 1294 'th ugly number is 295245000.
The 1295 'th ugly number is 298598400.
The 1296 'th ugly number is 300000000.
The 1297 'th ugly number is 301989888.
The 1298 'th ugly number is 302330880.
The 1299 'th ugly number is 303750000.
The 1300 'th ugly number is 306110016.
The 1301 'th ugly number is 307200000.
The 1302 'th ugly number is 307546875.
The 1303 'th ugly number is 311040000.
The 1304 'th ugly number is 312500000.
The 1305 'th ugly number is 314572800.
The 1306 'th ugly number is 314928000.
The 1307 'th ugly number is 316406250.
The 1308 'th ugly number is 318504960.
The 1309 'th ugly number is 318864600.
The 1310 'th ugly number is 320000000.
The 1311 'th ugly number is 322486272.
The 1312 'th ugly number is 324000000.
The 1313 'th ugly number is 327680000.
The 1314 'th ugly number is 328050000.
The 1315 'th ugly number is 331776000.
The 1316 'th ugly number is 332150625.
The 1317 'th ugly number is 335544320.
The 1318 'th ugly number is 335923200.
The 1319 'th ugly number is 337500000.
The 1320 'th ugly number is 339738624.
The 1321 'th ugly number is 340122240.
The 1322 'th ugly number is 341718750.
The 1323 'th ugly number is 344373768.
The 1324 'th ugly number is 345600000.
The 1325 'th ugly number is 349920000.
The 1326 'th ugly number is 351562500.
The 1327 'th ugly number is 353894400.
The 1328 'th ugly number is 354294000.
The 1329 'th ugly number is 358318080.
The 1330 'th ugly number is 358722675.
The 1331 'th ugly number is 360000000.
The 1332 'th ugly number is 362797056.
The 1333 'th ugly number is 364500000.
The 1334 'th ugly number is 368640000.
The 1335 'th ugly number is 369056250.
The 1336 'th ugly number is 373248000.
The 1337 'th ugly number is 375000000.
The 1338 'th ugly number is 377487360.
The 1339 'th ugly number is 377913600.
The 1340 'th ugly number is 379687500.
The 1341 'th ugly number is 382205952.
The 1342 'th ugly number is 382637520.
The 1343 'th ugly number is 384000000.
The 1344 'th ugly number is 387420489.
The 1345 'th ugly number is 388800000.
The 1346 'th ugly number is 390625000.
The 1347 'th ugly number is 393216000.
The 1348 'th ugly number is 393660000.
The 1349 'th ugly number is 398131200.
The 1350 'th ugly number is 398580750.
The 1351 'th ugly number is 400000000.
The 1352 'th ugly number is 402653184.
The 1353 'th ugly number is 403107840.
The 1354 'th ugly number is 405000000.
The 1355 'th ugly number is 408146688.
The 1356 'th ugly number is 409600000.
The 1357 'th ugly number is 410062500.
The 1358 'th ugly number is 414720000.
The 1359 'th ugly number is 419430400.
The 1360 'th ugly number is 419904000.
The 1361 'th ugly number is 421875000.
The 1362 'th ugly number is 424673280.
The 1363 'th ugly number is 425152800.
The 1364 'th ugly number is 429981696.
The 1365 'th ugly number is 430467210.
The 1366 'th ugly number is 432000000.
The 1367 'th ugly number is 437400000.
The 1368 'th ugly number is 439453125.
The 1369 'th ugly number is 442368000.
The 1370 'th ugly number is 442867500.
The 1371 'th ugly number is 447897600.
The 1372 'th ugly number is 450000000.
The 1373 'th ugly number is 452984832.
The 1374 'th ugly number is 453496320.
The 1375 'th ugly number is 455625000.
The 1376 'th ugly number is 459165024.
The 1377 'th ugly number is 460800000.
The 1378 'th ugly number is 466560000.
The 1379 'th ugly number is 468750000.
The 1380 'th ugly number is 471859200.
The 1381 'th ugly number is 472392000.
The 1382 'th ugly number is 474609375.
The 1383 'th ugly number is 477757440.
The 1384 'th ugly number is 478296900.
The 1385 'th ugly number is 480000000.
The 1386 'th ugly number is 483729408.
The 1387 'th ugly number is 486000000.
The 1388 'th ugly number is 488281250.
The 1389 'th ugly number is 491520000.
The 1390 'th ugly number is 492075000.
The 1391 'th ugly number is 497664000.
The 1392 'th ugly number is 500000000.
The 1393 'th ugly number is 503316480.
The 1394 'th ugly number is 503884800.
The 1395 'th ugly number is 506250000.
The 1396 'th ugly number is 509607936.
The 1397 'th ugly number is 510183360.
The 1398 'th ugly number is 512000000.
The 1399 'th ugly number is 512578125.
The 1400 'th ugly number is 516560652.
The 1401 'th ugly number is 518400000.
The 1402 'th ugly number is 524288000.
The 1403 'th ugly number is 524880000.
The 1404 'th ugly number is 527343750.
The 1405 'th ugly number is 530841600.
The 1406 'th ugly number is 531441000.
The 1407 'th ugly number is 536870912.
The 1408 'th ugly number is 537477120.
The 1409 'th ugly number is 540000000.
The 1410 'th ugly number is 544195584.
The 1411 'th ugly number is 546750000.
The 1412 'th ugly number is 552960000.
The 1413 'th ugly number is 553584375.
The 1414 'th ugly number is 559872000.
The 1415 'th ugly number is 562500000.
The 1416 'th ugly number is 566231040.
The 1417 'th ugly number is 566870400.
The 1418 'th ugly number is 569531250.
The 1419 'th ugly number is 573308928.
The 1420 'th ugly number is 573956280.
The 1421 'th ugly number is 576000000.
The 1422 'th ugly number is 583200000.
The 1423 'th ugly number is 585937500.
The 1424 'th ugly number is 589824000.
The 1425 'th ugly number is 590490000.
The 1426 'th ugly number is 597196800.
The 1427 'th ugly number is 597871125.
The 1428 'th ugly number is 600000000.
The 1429 'th ugly number is 603979776.
The 1430 'th ugly number is 604661760.
The 1431 'th ugly number is 607500000.
The 1432 'th ugly number is 612220032.
The 1433 'th ugly number is 614400000.
The 1434 'th ugly number is 615093750.
The 1435 'th ugly number is 622080000.
The 1436 'th ugly number is 625000000.
The 1437 'th ugly number is 629145600.
The 1438 'th ugly number is 629856000.
The 1439 'th ugly number is 632812500.
The 1440 'th ugly number is 637009920.
The 1441 'th ugly number is 637729200.
The 1442 'th ugly number is 640000000.
The 1443 'th ugly number is 644972544.
The 1444 'th ugly number is 645700815.
The 1445 'th ugly number is 648000000.
The 1446 'th ugly number is 655360000.
The 1447 'th ugly number is 656100000.
The 1448 'th ugly number is 663552000.
The 1449 'th ugly number is 664301250.
The 1450 'th ugly number is 671088640.
The 1451 'th ugly number is 671846400.
The 1452 'th ugly number is 675000000.
The 1453 'th ugly number is 679477248.
The 1454 'th ugly number is 680244480.
The 1455 'th ugly number is 683437500.
The 1456 'th ugly number is 688747536.
The 1457 'th ugly number is 691200000.
The 1458 'th ugly number is 699840000.
The 1459 'th ugly number is 703125000.
The 1460 'th ugly number is 707788800.
The 1461 'th ugly number is 708588000.
The 1462 'th ugly number is 716636160.
The 1463 'th ugly number is 717445350.
The 1464 'th ugly number is 720000000.
The 1465 'th ugly number is 725594112.
The 1466 'th ugly number is 729000000.
The 1467 'th ugly number is 732421875.
The 1468 'th ugly number is 737280000.
The 1469 'th ugly number is 738112500.
The 1470 'th ugly number is 746496000.
The 1471 'th ugly number is 750000000.
The 1472 'th ugly number is 754974720.
The 1473 'th ugly number is 755827200.
The 1474 'th ugly number is 759375000.
The 1475 'th ugly number is 764411904.
The 1476 'th ugly number is 765275040.
The 1477 'th ugly number is 768000000.
The 1478 'th ugly number is 774840978.
The 1479 'th ugly number is 777600000.
The 1480 'th ugly number is 781250000.
The 1481 'th ugly number is 786432000.
The 1482 'th ugly number is 787320000.
The 1483 'th ugly number is 791015625.
The 1484 'th ugly number is 796262400.
The 1485 'th ugly number is 797161500.
The 1486 'th ugly number is 800000000.
The 1487 'th ugly number is 805306368.
The 1488 'th ugly number is 806215680.
The 1489 'th ugly number is 810000000.
The 1490 'th ugly number is 816293376.
The 1491 'th ugly number is 819200000.
The 1492 'th ugly number is 820125000.
The 1493 'th ugly number is 829440000.
The 1494 'th ugly number is 838860800.
The 1495 'th ugly number is 839808000.
The 1496 'th ugly number is 843750000.
The 1497 'th ugly number is 849346560.
The 1498 'th ugly number is 850305600.
The 1499 'th ugly number is 854296875.
The 1500 'th ugly number is 859963392.
The 1500'th ugly number is 859963392.
